TransactionNo,Items,DateTime,Daypart,DayType,User,Rating,Description,Category
5126,Coffee,2017-01-22 10:12:21,Morning,Weekend,Lillian,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5127,Bread,2017-01-22 10:14:33,Morning,Weekend,Maxwell,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5127,Coffee,2017-01-22 10:14:33,Morning,Weekend,Jordan,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5127,Bread,2017-01-22 10:14:33,Morning,Weekend,Jesse,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5128,Bread,2017-01-22 10:15:31,Morning,Weekend,Karen,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5128,Eggs,2017-01-22 10:15:31,Morning,Weekend,Brett,3,"Versatile and nutritious, eggs are used in a variety of cake recipes for moisture, structure, and richness.",Pure Veg
5129,Bread,2017-01-22 10:33:02,Morning,Weekend,Maria,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5130,Bread,2017-01-22 10:50:37,Morning,Weekend,Jacques,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5130,Bread,2017-01-22 10:50:37,Morning,Weekend,Herman,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5130,Coffee,2017-01-22 10:50:37,Morning,Weekend,Kyle,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5130,Scone,2017-01-22 10:50:37,Morning,Weekend,Pamela,0,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea.",Pure Veg
5130,Frittata,2017-01-22 10:50:37,Morning,Weekend,Martha,2,"Italian egg-based dishes similar to omelets, often filled with vegetables, cheese, and meats.",Pure Veg
5131,Medialuna,2017-01-22 10:50:57,Morning,Weekend,Rosa,3,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
5132,Bread,2017-01-22 10:51:49,Morning,Weekend,Haley,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5133,Coffee,2017-01-22 10:53:59,Morning,Weekend,Gene,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5133,Bread,2017-01-22 10:53:59,Morning,Weekend,Ryan,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5133,Bread,2017-01-22 10:53:59,Morning,Weekend,Benjamin,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5134,Coffee,2017-01-22 10:55:02,Morning,Weekend,Isabella,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5134,Coffee,2017-01-22 10:55:02,Morning,Weekend,Jackson,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5134,Toast,2017-01-22 10:55:02,Morning,Weekend,Wendy,4,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks.",Sandwiches
5135,Medialuna,2017-01-22 11:05:15,Morning,Weekend,April,3,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
5136,Scone,2017-01-22 11:14:07,Morning,Weekend,Kay,3,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea.",Pure Veg
5137,Tea,2017-01-22 11:18:42,Morning,Weekend,Reginald,0,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5137,Coffee,2017-01-22 11:18:42,Morning,Weekend,Beverly,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5137,Toast,2017-01-22 11:18:42,Morning,Weekend,Aaron,2,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks.",Sandwiches
5137,Bread,2017-01-22 11:18:42,Morning,Weekend,Julia,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5138,Bread,2017-01-22 11:23:59,Morning,Weekend,Clara,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5138,Alfajores,2017-01-22 11:23:59,Morning,Weekend,Ron,2,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate.",Desserts
5139,Coffee,2017-01-22 11:27:35,Morning,Weekend,Sean,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5139,Cake,2017-01-22 11:27:35,Morning,Weekend,Seth,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5140,Coffee,2017-01-22 11:35:39,Morning,Weekend,Lyle,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5140,Cake,2017-01-22 11:35:39,Morning,Weekend,Stephen,0,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5140,Bread,2017-01-22 11:35:39,Morning,Weekend,Allan,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5141,Bread,2017-01-22 11:37:07,Morning,Weekend,Jeremy,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5141,Coffee,2017-01-22 11:37:07,Morning,Weekend,Dustin,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5141,Tea,2017-01-22 11:37:07,Morning,Weekend,Juan,3,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5142,Hot chocolate,2017-01-22 11:39:21,Morning,Weekend,Eleanor,0,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
5142,Cake,2017-01-22 11:39:21,Morning,Weekend,Patsy,0,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5142,Bread,2017-01-22 11:39:21,Morning,Weekend,Brett,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5143,Tea,2017-01-22 11:41:21,Morning,Weekend,Gail,2,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5144,Alfajores,2017-01-22 12:02:26,Afternoon,Weekend,Stephanie,1,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate.",Desserts
5144,Coffee,2017-01-22 12:02:26,Afternoon,Weekend,Julian,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5145,Hot chocolate,2017-01-22 12:04:02,Afternoon,Weekend,Dianne,5,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
5145,Coffee,2017-01-22 12:04:02,Afternoon,Weekend,Denise,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5146,Hot chocolate,2017-01-22 12:10:06,Afternoon,Weekend,Fred,3,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
5146,Smoothies,2017-01-22 12:10:06,Afternoon,Weekend,Clayton,1,"Refreshing blended beverages made from fruits, vegetables, and yogurt or milk, perfect for pairing with cakes for a light meal or snack.",Pure Veg
5146,Cheesecake,2017-01-22 12:10:06,Afternoon,Weekend,Lucas,2,"A hearty sandwich or wrap filled with flavorful meats, cheeses, vegetables, and sauces, perfect for on-the-go eating.",Desserts
5146,Bread,2017-01-22 12:10:06,Afternoon,Weekend,Brittany,5,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5146,Afternoon with the baker,2017-01-22 12:10:06,Afternoon,Weekend,Aaron,2,"A selection of cakes, pastries, and sandwiches perfect for enjoying during a leisurely afternoon break.",Pure Veg
5147,Tea,2017-01-22 12:10:39,Afternoon,Weekend,Felix,2,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5148,Bread,2017-01-22 12:17:51,Afternoon,Weekend,Spencer,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5149,Apple pie,2017-01-22 12:28:35,Afternoon,Weekend,Felix,0,"British sandwich cookies filled with jam and topped with a decorative heart, perfect for tea time or snacking.",Desserts
5150,Cheesecake,2017-01-22 12:35:47,Afternoon,Weekend,Stephanie,4,"A hearty sandwich or wrap filled with flavorful meats, cheeses, vegetables, and sauces, perfect for on-the-go eating.",Desserts
5150,Juice,2017-01-22 12:35:47,Afternoon,Weekend,Sara,4,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.,Beverages
5150,Coffee,2017-01-22 12:35:47,Afternoon,Weekend,Bill,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5150,Coffee,2017-01-22 12:35:47,Afternoon,Weekend,Rhonda,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5151,Bread,2017-01-22 12:44:35,Afternoon,Weekend,Valerie,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5151,Scone,2017-01-22 12:44:35,Afternoon,Weekend,Benjamin,0,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea.",Pure Veg
5151,Pastry,2017-01-22 12:44:35,Afternoon,Weekend,Heather,3,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
5151,Cake,2017-01-22 12:44:35,Afternoon,Weekend,Carmen,3,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5151,Bread,2017-01-22 12:44:35,Afternoon,Weekend,Casey,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5152,Coffee,2017-01-22 12:53:10,Afternoon,Weekend,Ken,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5152,Scone,2017-01-22 12:53:10,Afternoon,Weekend,Randy,2,"Traditional British baked goods resembling small, lightly sweetened biscuits, often served with clotted cream and jam for afternoon tea.",Pure Veg
5152,Sandwich,2017-01-22 12:53:10,Afternoon,Weekend,Brad,0,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
5153,Coffee,2017-01-22 12:55:28,Afternoon,Weekend,Joseph,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5153,Cake,2017-01-22 12:55:28,Afternoon,Weekend,Cindy,3,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5153,Pastry,2017-01-22 12:55:28,Afternoon,Weekend,Maggie,1,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
5154,Tea,2017-01-22 12:58:16,Afternoon,Weekend,Cody,2,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5154,Cookies,2017-01-22 12:58:16,Afternoon,Weekend,Ted,2,"Bite-sized baked treats with endless variations, from chewy chocolate chip to delicate shortbread.",Pure Veg
5154,Soup,2017-01-22 12:58:16,Afternoon,Weekend,Mindy,3,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
5155,Hot chocolate,2017-01-22 13:00:21,Afternoon,Weekend,Nelson,1,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
5155,Bread,2017-01-22 13:00:21,Afternoon,Weekend,Rachel,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5155,Cake,2017-01-22 13:00:21,Afternoon,Weekend,Casey,5,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5155,Apple pie,2017-01-22 13:00:21,Afternoon,Weekend,Shaun,3,"British sandwich cookies filled with jam and topped with a decorative heart, perfect for tea time or snacking.",Desserts
5156,Soup,2017-01-22 13:00:45,Afternoon,Weekend,Ruth,3,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
5157,Salad,2017-01-22 13:01:46,Afternoon,Weekend,Marcus,5,"Fresh and crisp salads made with a variety of greens, vegetables, fruits, and dressings, offering a light and healthy accompaniment to cakes.",Salads
5158,Pastry,2017-01-22 13:08:28,Afternoon,Weekend,Charlotte,5,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
5158,Frittata,2017-01-22 13:08:28,Afternoon,Weekend,Pam,0,"Italian egg-based dishes similar to omelets, often filled with vegetables, cheese, and meats.",Pure Veg
5159,Bread,2017-01-22 13:12:08,Afternoon,Weekend,Daniel,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5160,Alfajores,2017-01-22 13:20:11,Afternoon,Weekend,Nicole,2,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate.",Desserts
5160,Apple pie,2017-01-22 13:20:11,Afternoon,Weekend,Joe,3,"British sandwich cookies filled with jam and topped with a decorative heart, perfect for tea time or snacking.",Desserts
5160,Cake,2017-01-22 13:20:11,Afternoon,Weekend,Martha,5,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5160,Tiffin,2017-01-22 13:20:11,Afternoon,Weekend,Richard,4,"A British confection made from crushed biscuits, dried fruits, nuts, and chocolate, perfect for a sweet and indulgent treat.",Pure Veg
5160,Cake,2017-01-22 13:20:11,Afternoon,Weekend,Douglas,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5161,Soup,2017-01-22 13:38:58,Afternoon,Weekend,Carl,3,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
5161,Salad,2017-01-22 13:38:58,Afternoon,Weekend,Anthony,0,"Fresh and crisp salads made with a variety of greens, vegetables, fruits, and dressings, offering a light and healthy accompaniment to cakes.",Salads
5161,Extra Salami or Feta,2017-01-22 13:38:58,Afternoon,Weekend,Wayne,0,"Additional toppings for sandwiches or salads, offering a burst of flavor and protein.",Pure Veg
5161,Sandwich,2017-01-22 13:38:58,Afternoon,Weekend,Cathy,0,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
5161,Coffee,2017-01-22 13:38:58,Afternoon,Weekend,Holly,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5161,Coffee,2017-01-22 13:38:58,Afternoon,Weekend,William,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5161,Coffee,2017-01-22 13:38:58,Afternoon,Weekend,Herbert,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5162,Coffee,2017-01-22 13:42:37,Afternoon,Weekend,Ellis,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5162,Coffee,2017-01-22 13:42:37,Afternoon,Weekend,Vernon,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5162,Alfajores,2017-01-22 13:42:37,Afternoon,Weekend,Miguel,5,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate.",Desserts
5163,Cake,2017-01-22 14:03:14,Afternoon,Weekend,Brian,3,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5164,Tea,2017-01-22 14:07:08,Afternoon,Weekend,Richard,2,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5164,Tea,2017-01-22 14:07:08,Afternoon,Weekend,Caroline,5,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5165,Smoothies,2017-01-22 14:13:13,Afternoon,Weekend,Sharon,2,"Refreshing blended beverages made from fruits, vegetables, and yogurt or milk, perfect for pairing with cakes for a light meal or snack.",Pure Veg
5165,Tea,2017-01-22 14:13:13,Afternoon,Weekend,Anthony,2,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5165,Hot chocolate,2017-01-22 14:13:13,Afternoon,Weekend,Danny,1,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
5165,Apple pie,2017-01-22 14:13:13,Afternoon,Weekend,Henry,5,"British sandwich cookies filled with jam and topped with a decorative heart, perfect for tea time or snacking.",Desserts
5166,Coffee,2017-01-22 14:15:06,Afternoon,Weekend,Leah,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5166,Bread,2017-01-22 14:15:06,Afternoon,Weekend,Hannah,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5167,Toast,2017-01-22 14:37:46,Afternoon,Weekend,Ed,0,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks.",Sandwiches
5167,Soup,2017-01-22 14:37:46,Afternoon,Weekend,Allison,1,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
5167,Coffee,2017-01-22 14:37:46,Afternoon,Weekend,Mildred,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5167,Juice,2017-01-22 14:37:46,Afternoon,Weekend,Gregory,4,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.,Beverages
5168,Alfajores,2017-01-22 14:40:43,Afternoon,Weekend,Harold,1,"Traditional South American cookies made from delicate shortbread filled with dulce de leche or jam, often coated in powdered sugar or dipped in chocolate.",Desserts
5168,Coffee,2017-01-22 14:40:43,Afternoon,Weekend,Jill,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5168,Bread,2017-01-22 14:40:43,Afternoon,Weekend,Shelly,1,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5169,Coffee,2017-01-22 14:41:39,Afternoon,Weekend,Leslie,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5169,Coffee,2017-01-22 14:41:39,Afternoon,Weekend,Carlos,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5169,Spanish Brunch,2017-01-22 14:41:39,Afternoon,Weekend,Dan,5,"A leisurely mid-morning meal featuring a variety of Spanish dishes, such as tortilla espanola, chorizo, and pan con tomate.",Pure Veg
5169,Baklava,2017-01-22 14:41:39,Afternoon,Weekend,Theodore,0,"Rich and flavorful eggs from ducks, often used in baking for added richness and moisture.",Desserts
5170,Soup,2017-01-22 14:49:34,Afternoon,Weekend,Shari,0,"Warm, comforting soups served alongside cakes for a satisfying meal.",Pure Veg
5170,Coffee,2017-01-22 14:49:34,Afternoon,Weekend,Glenda,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5170,Cake,2017-01-22 14:49:34,Afternoon,Weekend,Dianne,4,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5171,Coffee,2017-01-22 14:50:10,Afternoon,Weekend,Wade,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5172,Sandwich,2017-01-22 15:10:22,Afternoon,Weekend,Alan,2,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
5173,Coffee,2017-01-22 15:11:15,Afternoon,Weekend,Georgia,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5173,Coffee,2017-01-22 15:11:15,Afternoon,Weekend,Cliff,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5173,Sandwich,2017-01-22 15:11:15,Afternoon,Weekend,Jimmy,5,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
5173,Sandwich,2017-01-22 15:11:15,Afternoon,Weekend,Helen,3,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
5174,Tea,2017-01-22 15:24:56,Afternoon,Weekend,Daisy,4,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5174,Toast,2017-01-22 15:24:56,Afternoon,Weekend,Lucas,2,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks.",Sandwiches
5175,Coffee,2017-01-22 15:26:24,Afternoon,Weekend,Alfred,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5176,Truffles,2017-01-22 15:28:48,Afternoon,Weekend,Blake,2,"Decadent chocolate confections made from ganache rolled in cocoa powder, nuts, or other coatings, perfect for indulgent treats or gifts.",Desserts
5176,Juice,2017-01-22 15:28:48,Afternoon,Weekend,Anna,3,Refreshing fruit or vegetable juices served alongside cakes to provide a burst of flavor and hydration.,Beverages
5176,Bread,2017-01-22 15:28:48,Afternoon,Weekend,Teresa,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5176,Apple pie,2017-01-22 15:28:48,Afternoon,Weekend,Adrian,4,"British sandwich cookies filled with jam and topped with a decorative heart, perfect for tea time or snacking.",Desserts
5176,Cake,2017-01-22 15:28:48,Afternoon,Weekend,Angela,5,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5176,Medialuna,2017-01-22 15:28:48,Afternoon,Weekend,Gloria,5,"A crescent-shaped pastry originating from Argentina, often sweetened and glazed.",Pure Veg
5177,Coffee,2017-01-22 15:46:28,Afternoon,Weekend,Roberta,4,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5177,Apple pie,2017-01-22 15:46:28,Afternoon,Weekend,Christian,5,"British sandwich cookies filled with jam and topped with a decorative heart, perfect for tea time or snacking.",Desserts
5178,Bread,2017-01-22 15:57:40,Afternoon,Weekend,Juan,2,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5179,Smoothies,2017-01-22 15:59:33,Afternoon,Weekend,Cameron,0,"Refreshing blended beverages made from fruits, vegetables, and yogurt or milk, perfect for pairing with cakes for a light meal or snack.",Pure Veg
5179,Tea,2017-01-22 15:59:33,Afternoon,Weekend,Zachary,0,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5179,Bread,2017-01-22 15:59:33,Afternoon,Weekend,Pam,3,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5179,Fudge,2017-01-22 15:59:33,Afternoon,Weekend,Frederick,5,"Dense, sweet confections made from sugar, butter, and milk or cream, often flavored with chocolate or nuts.",Desserts
5180,Bread,2017-01-23 08:50:03,Morning,Weekday,Darlene,0,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5181,Bread,2017-01-23 08:59:12,Morning,Weekday,Anita,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5182,Coffee,2017-01-23 09:04:48,Morning,Weekday,Emma,1,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5182,Coffee,2017-01-23 09:04:48,Morning,Weekday,Carrie,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5183,Coffee,2017-01-23 09:05:38,Morning,Weekday,Gerald,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5184,Hot chocolate,2017-01-23 09:40:59,Morning,Weekday,Cliff,3,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
5184,Toast,2017-01-23 09:40:59,Morning,Weekday,Ricardo,0,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks.",Sandwiches
5185,Tea,2017-01-23 09:43:35,Morning,Weekday,Sam,5,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5185,Hot chocolate,2017-01-23 09:43:35,Morning,Weekday,Crystal,2,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
5185,Sandwich,2017-01-23 09:43:35,Morning,Weekday,Lawrence,1,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
5187,Tea,2017-01-23 10:33:31,Morning,Weekday,Steve,2,"Cakes perfect for pairing with a cup of tea, offering a balance of sweetness and lightness.",Beverages
5187,Coffee,2017-01-23 10:33:31,Morning,Weekday,Marc,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5187,Hot chocolate,2017-01-23 10:33:31,Morning,Weekday,Owen,5,"Though not a cake in the traditional sense, hot chocolate complements cakes well, offering a warm and indulgent beverage often topped with whipped cream or marshmallows.",Beverages
5188,Cake,2017-01-23 11:17:31,Morning,Weekday,Stacey,4,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5189,Coffee,2017-01-23 11:28:27,Morning,Weekday,Lydia,0,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5189,Coffee,2017-01-23 11:28:27,Morning,Weekday,Vivian,5,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5189,Toast,2017-01-23 11:28:27,Morning,Weekday,Andrea,2,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks.",Sandwiches
5189,Extra Salami or Feta,2017-01-23 11:28:27,Morning,Weekday,Maggie,2,"Additional toppings for sandwiches or salads, offering a burst of flavor and protein.",Pure Veg
5189,Cake,2017-01-23 11:28:27,Morning,Weekday,Lydia,2,"Sweet baked goods made from a mixture of flour, sugar, eggs, and butter or oil, often flavored with extracts, fruits, or spices.",Pure Veg
5190,Bread,2017-01-23 11:32:40,Morning,Weekday,Rebecca,4,"A staple food made from flour, water, and yeast, often baked until golden brown with a soft interior.",Pure Veg
5190,Coffee,2017-01-23 11:32:40,Morning,Weekday,Mark,3,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5190,Pastry,2017-01-23 11:32:40,Morning,Weekday,Gloria,0,"Delicate, flaky pastries filled with sweet or savory ingredients, ranging from fruit to cheese and meats.",Pure Veg
5191,Coffee,2017-01-23 11:52:35,Morning,Weekday,Jean,2,"Cakes infused with the rich flavor of coffee, providing a delightful combination of sweetness and caffeine.",Beverages
5191,Toast,2017-01-23 11:52:35,Morning,Weekday,Brianna,3,"Slices of bread toasted until golden brown and crisp, often served with butter, jam, or other toppings for breakfast or snacks.",Sandwiches
5192,Sandwich,2017-01-23 12:18:34,Afternoon,Weekday,Elisabeth,1,"Layers of bread filled with meats, cheeses, vegetables, and condiments, offering a portable and satisfying meal option.",Sandwiches
